100.000000 11.111111
101.111111 11.111111
102.222222 11.111111
103.333333 11.111111
104.444444 11.111111
105.555556 11.111111
106.666667 11.111111
107.777778 11.111111
108.888889 11.111111
110.000000 11.111111
111.111111 11.111111
112.222222 11.111111
113.333333 11.111111
114.444444 11.111111
115.555556 11.111111
116.666667 11.111111
117.777778 11.111111
118.888889 11.111111
120.000000 11.111111
121.111111 11.111111
122.222222 11.111111
123.333333 11.111111
124.444444 11.111111
125.555556 11.111111
126.666667 11.111111
127.777778 11.111111
128.888889 11.111111
130.000000 11.111111
131.111111 11.111111
132.222222 11.111111
133.333333 11.111111
134.444444 11.111111
135.555556 11.111111
136.666667 11.111111
137.777778 11.111111
138.888889 11.111111
140.000000 11.111111
141.111111 11.111111
142.222222 11.111111
143.333333 11.111111
144.444444 11.111111
145.555556 11.111111
146.666667 11.111111
147.777778 11.111111
148.888889 11.111111
150.000000 11.111111
151.111111 11.111111
152.222222 11.111111
153.333333 11.111111
154.444444 11.111111
155.555556 11.111111
156.666667 11.111111
157.777778 11.111111
158.888889 11.111111
160.000000 11.111111
161.111111 11.111111
162.222222 11.111111
163.333333 11.111111
164.444444 11.111111
165.555556 11.111111
166.666667 11.111111
167.777778 11.111111
168.888889 11.111111
170.000000 11.111111
171.111111 11.111111
172.222222 11.111111
173.333333 11.111111
174.444444 11.111111
175.555556 11.111111
176.666667 11.111111
177.777778 11.111111
178.888889 11.111111
180.000000 11.111111
181.111111 11.111111
182.222222 11.111111
183.333333 11.111111
184.444444 11.111111
185.555556 11.111111
186.666667 11.111111
187.777778 11.111111
188.888889 11.111111
190.000000 11.111111
191.111111 11.111111
192.222222 11.111111
193.333333 11.111111
194.444444 11.111111
195.555556 11.111111
196.666667 11.111111
197.777778 11.111111
198.888889 11.111111
200.000000 11.111111
201.111111 11.111111
202.222222 11.111111
203.333333 11.111111
204.444444 11.111111
205.555556 11.111111
206.666667 11.111111
207.777778 11.111111
208.888889 11.111111
210.000000 11.111111
211.111111 11.111111
212.222222 11.111111
213.333333 11.111111
214.444444 11.111111
215.555556 11.111111
216.666667 11.111111
217.777778 11.111111
218.888889 11.111111
220.000000 11.111111
221.111111 11.111111
222.222222 11.111111
